Length	GC
ENSGALG00000012876	688	0.486918604651163
ENSGALG00000012877	3796	0.46259220231823
ENSGALG00000012879	3498	0.414808461978273
ENSGALG00000012882	2025	0.535308641975309
ENSGALG00000012885	2227	0.487202514593624
ENSGALG00000012886	1727	0.548349739432542
ENSGALG00000012888	3542	0.488706945228684
ENSGALG00000012889	5793	0.482306231658899
ENSGALG00000012890	5341	0.469387755102041
ENSGALG00000012891	5193	0.503947621798575
ENSGALG00000012894	1401	0.465381870092791
ENSGALG00000012898	7153	0.419823850132811
ENSGALG00000012903	3354	0.426952892069171
ENSGALG00000012906	3349	0.547028963869812
ENSGALG00000012907	996	0.457831325301205
ENSGALG00000012908	2561	0.430691136274893
ENSGALG00000012909	4235	0.377567886658796
ENSGALG00000012911	2416	0.503725165562914
ENSGALG00000012913	6052	0.457865168539326
ENSGALG00000012914	12743	0.441104920348427
ENSGALG00000012915	3792	0.46756329113924
ENSGALG00000012916	8395	0.430732578916021
ENSGALG00000012917	2679	0.456140350877193
ENSGALG00000012919	1647	0.625986642380085
ENSGALG00000012920	688	0.453488372093023
ENSGALG00000012921	1602	0.504993757802747
ENSGALG00000012923	2944	0.425271739130435
ENSGALG00000012927	3858	0.431829963711768
ENSGALG00000012928	590	0.405084745762712
ENSGALG00000012929	3038	0.450625411454905
ENSGALG00000012932	2668	0.422038980509745
ENSGALG00000012934	4245	0.539693757361602
ENSGALG00000012936	7593	0.38785723692875
ENSGALG00000012938	1934	0.440537745604964
ENSGALG00000012941	7262	0.364913247039383
ENSGALG00000012942	7525	0.38485049833887
ENSGALG00000012944	8220	0.486739659367397
ENSGALG00000012946	977	0.469805527123849
ENSGALG00000012947	4837	0.445110605747364
ENSGALG00000012949	831	0.563176895306859
ENSGALG00000012950	2003	0.556165751372941
ENSGALG00000012952	735	0.52108843537415
ENSGALG00000012953	2969	0.433142472212866
ENSGALG00000012954	6237	0.458072791406125
ENSGALG00000012956	3236	0.491965389369592
ENSGALG00000012958	1278	0.552425665101721
ENSGALG00000012964	1511	0.464592984778293
ENSGALG00000012965	1113	0.423180592991914
ENSGALG00000012966	1915	0.446475195822454
ENSGALG00000012968	1944	0.444444444444444
ENSGALG00000012969	2887	0.542085209560097
ENSGALG00000012971	3539	0.41537157389093
ENSGALG00000012973	2274	0.475373790677221
ENSGALG00000012974	2064	0.532945736434108
ENSGALG00000012975	3487	0.586177229710353
ENSGALG00000012978	1557	0.438664097623635
ENSGALG00000012979	9003	0.466733311118516
ENSGALG00000012984	5451	0.633278297560081
ENSGALG00000012985	2190	0.544292237442922
ENSGALG00000012986	5079	0.486906871431384
ENSGALG00000012987	2410	0.434854771784232
ENSGALG00000012988	3693	0.556728946655835
ENSGALG00000012989	450	0.482222222222222
ENSGALG00000012992	7700	0.540649350649351
ENSGALG00000012993	5987	0.483046600968766
ENSGALG00000012994	3519	0.473998294970162
ENSGALG00000012997	13878	0.409424989191526
ENSGALG00000012998	1085	0.632258064516129
ENSGALG00000013000	3335	0.480359820089955
ENSGALG00000013001	6115	0.415044971381848
ENSGALG00000013002	2479	0.389673255344897
ENSGALG00000013005	1655	0.4797583081571
ENSGALG00000013006	1114	0.460502692998205
ENSGALG00000013007	3267	0.517600244872972
ENSGALG00000013008	1926	0.479231568016615
ENSGALG00000013010	6853	0.427549978111776
ENSGALG00000013018	1876	0.506396588486141
ENSGALG00000013021	5005	0.397202797202797
ENSGALG00000013022	7132	0.496915311273135
ENSGALG00000013024	2562	0.487509758001561
ENSGALG00000013026	1233	0.608272506082725
ENSGALG00000013031	4006	0.502745881178233
ENSGALG00000013033	751	0.459387483355526
ENSGALG00000013034	4265	0.596248534583822
ENSGALG00000013035	963	0.557632398753894
ENSGALG00000013036	1315	0.447908745247148
ENSGALG00000013037	2724	0.515051395007342
ENSGALG00000013039	1236	0.491100323624595
ENSGALG00000013041	3754	0.42141715503463
ENSGALG00000013042	6673	0.487037314551176
ENSGALG00000013043	705	0.490780141843972
ENSGALG00000013045	1730	0.503468208092486
ENSGALG00000013049	2186	0.556267154620311
ENSGALG00000013051	2691	0.486807878112226
ENSGALG00000013053	7123	0.377228695774252
ENSGALG00000013054	5142	0.434072345390899
ENSGALG00000013056	4505	0.430188679245283
ENSGALG00000013057	3060	0.432352941176471
ENSGALG00000013058	948	0.473628691983122
ENSGALG00000013060	3931	0.431442381073518
ENSGALG00000013061	3563	0.402189166432781
ENSGALG00000013063	990	0.514141414141414
ENSGALG00000013064	2540	0.449212598425197
ENSGALG00000013067	1534	0.450456323337679
ENSGALG00000013069	4043	0.428147415285679
ENSGALG00000013070	817	0.423500611995104
ENSGALG00000013071	2521	0.462514875049583
ENSGALG00000013072	1455	0.455670103092783
ENSGALG00000013073	3110	0.413504823151125
ENSGALG00000013074	896	0.419642857142857
ENSGALG00000013079	6316	0.405161494616846
ENSGALG00000013081	1499	0.563709139426284
ENSGALG00000013083	4125	0.359757575757576
ENSGALG00000013084	1161	0.438415159345392
ENSGALG00000013085	4449	0.496516071027197
ENSGALG00000013086	4745	0.434351949420443
ENSGALG00000013090	2496	0.655849358974359
ENSGALG00000013091	2516	0.470190779014308
ENSGALG00000013092	2019	0.431401684001981
ENSGALG00000013094	2338	0.461933276304534
ENSGALG00000013095	3318	0.417420132610006
ENSGALG00000013097	2073	0.432223830197781
ENSGALG00000013098	923	0.426868905742145
ENSGALG00000013100	2035	0.464864864864865
ENSGALG00000013101	3149	0.486186090822483
ENSGALG00000013102	5757	0.421400034740316
ENSGALG00000013105	1148	0.529616724738676
ENSGALG00000013107	452	0.444690265486726
ENSGALG00000013110	834	0.519184652278177
ENSGALG00000013112	1411	0.517363571934798
ENSGALG00000013117	5549	0.411065056766985
ENSGALG00000013123	2150	0.387441860465116
ENSGALG00000013124	4972	0.494368463395012
ENSGALG00000013125	962	0.482328482328482
ENSGALG00000013129	3754	0.454714970697922
ENSGALG00000013131	695	0.466187050359712
ENSGALG00000013133	657	0.613394216133942
ENSGALG00000013134	6824	0.408264947245018
ENSGALG00000013135	3482	0.399483055715106
ENSGALG00000013136	1176	0.517006802721088
ENSGALG00000013137	558	0.492831541218638
ENSGALG00000013138	3435	0.448034934497817
ENSGALG00000013143	2523	0.477209671026556
ENSGALG00000013145	7399	0.447898364643871
ENSGALG00000013146	9332	0.427882554650664
ENSGALG00000013149	4333	0.444264943457189
ENSGALG00000013154	2133	0.42991092358181
ENSGALG00000013155	1236	0.468446601941748
ENSGALG00000013156	1598	0.448060075093867
ENSGALG00000013157	1351	0.381939304219097
ENSGALG00000013160	1573	0.42085187539733
ENSGALG00000013164	1962	0.41743119266055
ENSGALG00000013165	1649	0.460278956943602
ENSGALG00000013167	2369	0.464330941325454
ENSGALG00000013168	1196	0.398829431438127
ENSGALG00000013169	1042	0.484644913627639
ENSGALG00000013170	873	0.495990836197022
ENSGALG00000013171	3102	0.45003223726628
ENSGALG00000013173	1943	0.452393206381884
ENSGALG00000013174	2312	0.418252595155709
ENSGALG00000013177	1226	0.456769983686786
ENSGALG00000013180	4057	0.427409415824501
ENSGALG00000013182	5738	0.390031369815267
ENSGALG00000013183	4767	0.435703796937277
ENSGALG00000013185	4150	0.644096385542169
ENSGALG00000013187	4625	0.397837837837838
ENSGALG00000013188	1562	0.623559539052497
ENSGALG00000013189	1581	0.442125237191651
ENSGALG00000013191	535	0.51588785046729
ENSGALG00000013193	3751	0.481738203145828
ENSGALG00000013194	2544	0.457154088050314
ENSGALG00000013196	3565	0.445441795231417
ENSGALG00000013197	2609	0.377155998466846
ENSGALG00000013200	5755	0.426759339704605
ENSGALG00000013203	7255	0.416126809097174
ENSGALG00000013204	4840	0.452479338842975
ENSGALG00000013205	1159	0.471958584987058
ENSGALG00000013207	2296	0.434668989547038
ENSGALG00000013208	8230	0.379708383961118
ENSGALG00000013209	2184	0.431776556776557
ENSGALG00000013210	5861	0.434055621907524
ENSGALG00000013211	1222	0.494271685761047
ENSGALG00000013212	2226	0.386792452830189
ENSGALG00000013218	1829	0.433023510114817
ENSGALG00000013221	2423	0.506809739991746
ENSGALG00000013223	959	0.40563086548488
ENSGALG00000013224	8315	0.409019843656043
ENSGALG00000013225	1327	0.503391107761869
ENSGALG00000013226	879	0.392491467576792
ENSGALG00000013227	3984	0.395080321285141
ENSGALG00000013229	4241	0.39424663994341
ENSGALG00000013232	1771	0.616600790513834
ENSGALG00000013233	2655	0.404896421845574
ENSGALG00000013234	1491	0.628437290409121
ENSGALG00000013235	1155	0.422510822510823
ENSGALG00000013237	4937	0.621835122544055
ENSGALG00000013239	5124	0.610655737704918
ENSGALG00000013242	730	0.624657534246575
ENSGALG00000013243	3625	0.548137931034483
ENSGALG00000013244	7138	0.422387223311852
ENSGALG00000013245	763	0.574049803407602
ENSGALG00000013247	1359	0.42457689477557
ENSGALG00000013253	5196	0.623171670515781
ENSGALG00000013254	3476	0.63463751438435
ENSGALG00000013255	4241	0.588068851685923
ENSGALG00000013256	2028	0.451183431952663
ENSGALG00000013257	3766	0.43627190653213
ENSGALG00000013261	3835	0.609126466753585
ENSGALG00000013265	3099	0.428848015488867
ENSGALG00000013268	14570	0.407755662319835
ENSGALG00000013270	577	0.511265164644714
ENSGALG00000013271	2039	0.621873467385973
ENSGALG00000013272	3258	0.383057090239411
ENSGALG00000013273	351	0.484330484330484
ENSGALG00000013280	741	0.568151147098516
ENSGALG00000013281	2257	0.507753655294639
ENSGALG00000013286	4099	0.579653574042449
ENSGALG00000013287	4794	0.362119315811431
ENSGALG00000013293	1602	0.526841448189763
ENSGALG00000013294	1620	0.417283950617284
ENSGALG00000013295	4604	0.574283231972198
ENSGALG00000013297	1522	0.509855453350854
ENSGALG00000013298	1415	0.653003533568905
ENSGALG00000013302	2079	0.621452621452621
ENSGALG00000013303	2457	0.552299552299552
ENSGALG00000013304	2859	0.432668765302553
ENSGALG00000013305	724	0.595303867403315
ENSGALG00000013306	3250	0.552615384615385
ENSGALG00000013310	3071	0.408661673721915
ENSGALG00000013311	3672	0.446350762527233
ENSGALG00000013312	9408	0.39296343537415
ENSGALG00000013313	1766	0.566817667044168
ENSGALG00000013318	723	0.464730290456432
ENSGALG00000013327	652	0.567484662576687
ENSGALG00000013334	1074	0.710428305400372
ENSGALG00000013341	3355	0.646199701937407
ENSGALG00000013342	543	0.686924493554328
ENSGALG00000013343	1374	0.627365356622999
ENSGALG00000013346	686	0.534985422740525
ENSGALG00000013348	2790	0.587813620071685
ENSGALG00000013350	1995	0.695739348370927
ENSGALG00000013352	1553	0.661300708306504
ENSGALG00000013354	4517	0.499446535311047
ENSGALG00000013355	1620	0.518518518518518
ENSGALG00000013356	2160	0.587962962962963
ENSGALG00000013357	7113	0.490932096161957
ENSGALG00000013359	3068	0.508800521512386
ENSGALG00000013362	1151	0.620330147697654
ENSGALG00000013363	1036	0.503861003861004
ENSGALG00000013365	2745	0.523132969034608
ENSGALG00000013366	6063	0.430809830117104
ENSGALG00000013369	1689	0.540556542332741
ENSGALG00000013370	4422	0.625282677521483
ENSGALG00000013371	1137	0.6103781882146
ENSGALG00000013372	1515	0.448184818481848
ENSGALG00000013376	722	0.422437673130194
ENSGALG00000013377	3420	0.390058479532164
ENSGALG00000013378	1574	0.588945362134689
ENSGALG00000013382	2070	0.457004830917874
ENSGALG00000013383	1867	0.550615961435458
ENSGALG00000013384	3217	0.58843643145788
ENSGALG00000013395	1636	0.490831295843521
ENSGALG00000013397	2882	0.435808466342818
ENSGALG00000013399	8478	0.545411653691908
ENSGALG00000013400	1002	0.429141716566866
ENSGALG00000013402	2271	0.444738000880669
ENSGALG00000013403	1403	0.452601568068425
ENSGALG00000013404	1189	0.491169049621531
ENSGALG00000013406	1590	0.426415094339623
ENSGALG00000013408	3318	0.435201928872815
ENSGALG00000013409	819	0.641025641025641
ENSGALG00000013410	2095	0.403341288782816
ENSGALG00000013411	2057	0.685950413223141
ENSGALG00000013414	1594	0.447302383939774
ENSGALG00000013417	1086	0.591160220994475
ENSGALG00000013419	1706	0.514067995310668
ENSGALG00000013420	3284	0.464981729598051
ENSGALG00000013422	1114	0.467684021543986
ENSGALG00000013423	1113	0.590296495956873
ENSGALG00000013424	3786	0.388272583201268
ENSGALG00000013427	6093	0.425077958312818
ENSGALG00000013430	1158	0.438687392055268
ENSGALG00000013431	1157	0.622299049265341
ENSGALG00000013433	2022	0.551434223541048
ENSGALG00000013436	4056	0.648422090729783
ENSGALG00000013437	1797	0.48692264885921
ENSGALG00000013438	3244	0.482737361282367
ENSGALG00000013439	4199	0.583234103357942
ENSGALG00000013441	4822	0.435089174616342
ENSGALG00000013442	2244	0.626114081996435
ENSGALG00000013448	3041	0.460703715882933
ENSGALG00000013452	1713	0.404553415061296
ENSGALG00000013454	933	0.627009646302251
ENSGALG00000013455	4680	0.477777777777778
ENSGALG00000013457	4254	0.515044663845792
ENSGALG00000013461	2545	0.49705304518664
ENSGALG00000013462	2911	0.462727585022329
ENSGALG00000013464	3637	0.401429749793786
ENSGALG00000013468	6757	0.411277194021015
ENSGALG00000013469	335	0.734328358208955
ENSGALG00000013478	291	0.618556701030928
ENSGALG00000013480	1650	0.524848484848485
ENSGALG00000013481	1485	0.604713804713805
ENSGALG00000013482	1140	0.53859649122807
ENSGALG00000013483	1067	0.575445173383318
ENSGALG00000013484	2621	0.587943533002671
ENSGALG00000013486	2626	0.446306169078446
ENSGALG00000013489	1618	0.456736711990111
ENSGALG00000013492	414	0.543478260869565
ENSGALG00000013493	6293	0.407436834578103
ENSGALG00000013494	1035	0.415458937198068
ENSGALG00000013495	1572	0.574427480916031
ENSGALG00000013499	3964	0.51765893037336
ENSGALG00000013502	3620	0.59475138121547
ENSGALG00000013503	5138	0.402296613468276
ENSGALG00000013504	1336	0.585329341317365
ENSGALG00000013505	27641	0.435476285228465
ENSGALG00000013506	3417	0.59555165349722
ENSGALG00000013507	1445	0.576470588235294
ENSGALG00000013510	2073	0.441389290882779
ENSGALG00000013511	2247	0.425011125945705
ENSGALG00000013512	912	0.441885964912281
ENSGALG00000013515	3745	0.5543391188251
ENSGALG00000013521	5673	0.409836065573771
ENSGALG00000013528	1625	0.543384615384615
ENSGALG00000013529	8652	0.561950993989829
ENSGALG00000013532	2109	0.492650545282124
ENSGALG00000013535	1665	0.464264264264264
ENSGALG00000013537	2042	0.541136141038198
ENSGALG00000013542	1977	0.62316641375822
ENSGALG00000013546	1769	0.39287733182589
ENSGALG00000013547	1263	0.659540775930325
ENSGALG00000013548	1321	0.41332323996972
ENSGALG00000013549	2610	0.585823754789272
ENSGALG00000013552	6505	0.557263643351268
ENSGALG00000013559	4177	0.530763706009097
ENSGALG00000013563	2255	0.659423503325942
ENSGALG00000013565	6353	0.488273256729104
ENSGALG00000013568	1979	0.595250126326427
ENSGALG00000013569	722	0.570637119113573
ENSGALG00000013571	2314	0.411408815903198
ENSGALG00000013572	4149	0.551940226560617
ENSGALG00000013573	2276	0.417838312829525
ENSGALG00000013575	478	0.5
ENSGALG00000013576	1065	0.454460093896714
ENSGALG00000013579	17859	0.397726636429811
ENSGALG00000013583	3136	0.411352040816327
ENSGALG00000013587	4158	0.676286676286676
ENSGALG00000013588	2046	0.517106549364614
ENSGALG00000013590	2094	0.450334288443171
ENSGALG00000013591	970	0.511340206185567
ENSGALG00000013594	1890	0.455555555555556
ENSGALG00000013597	1028	0.650778210116732
ENSGALG00000013598	3606	0.456738768718802
ENSGALG00000013600	1684	0.406175771971496
ENSGALG00000013602	7923	0.398207749589802
ENSGALG00000013603	534	0.539325842696629
ENSGALG00000013604	2291	0.393278044522043
ENSGALG00000013605	4873	0.449004719885081
ENSGALG00000013606	1301	0.372021521906226
ENSGALG00000013607	3083	0.390204346415829
ENSGALG00000013609	1637	0.459376908979841
ENSGALG00000013615	3323	0.40896780018056
ENSGALG00000013616	1351	0.540340488527017
ENSGALG00000013617	1125	0.459555555555556
ENSGALG00000013621	1361	0.447465099191771
ENSGALG00000013624	3246	0.508009858287123
ENSGALG00000013625	1708	0.436768149882904
ENSGALG00000013626	4663	0.424619343770105
ENSGALG00000013627	2595	0.420809248554913
ENSGALG00000013628	3743	0.453646807373764
ENSGALG00000013632	1017	0.421828908554572
ENSGALG00000013634	2839	0.345544205706235
ENSGALG00000013635	3867	0.447892423066977
ENSGALG00000013637	1455	0.489347079037801
ENSGALG00000013639	759	0.532279314888011
ENSGALG00000013640	2258	0.420726306465899
ENSGALG00000013641	1980	0.455050505050505
ENSGALG00000013642	1145	0.634061135371179
ENSGALG00000013643	1192	0.547818791946309
ENSGALG00000013646	1301	0.47271329746349
ENSGALG00000013647	2336	0.468321917808219
ENSGALG00000013649	2526	0.3784639746635
ENSGALG00000013651	1245	0.525301204819277
ENSGALG00000013655	1183	0.471682163989856
ENSGALG00000013657	5757	0.428348097967692
ENSGALG00000013659	1707	0.442296426479203
ENSGALG00000013660	4289	0.542084401958498
ENSGALG00000013661	4793	0.379511788024202
ENSGALG00000013663	1489	0.469442578912022
ENSGALG00000013664	417	0.635491606714628
ENSGALG00000013668	884	0.556561085972851
ENSGALG00000013672	4010	0.437406483790524
ENSGALG00000013674	2722	0.46399706098457
ENSGALG00000013677	4085	0.521909424724602
ENSGALG00000013678	1439	0.582348853370396
ENSGALG00000013681	6747	0.420483177708611
ENSGALG00000013683	6368	0.489007537688442
ENSGALG00000013684	1921	0.4487246225924
ENSGALG00000013685	3881	0.447565060551404
ENSGALG00000013688	837	0.439665471923536
ENSGALG00000013689	521	0.518234165067178
ENSGALG00000013695	2801	0.406997500892538
ENSGALG00000013697	3499	0.412975135753072
ENSGALG00000013698	1134	0.607583774250441
ENSGALG00000013701	881	0.625425652667423
ENSGALG00000013702	2763	0.502352515381831
ENSGALG00000013703	3048	0.487204724409449
ENSGALG00000013705	1514	0.592470277410832
ENSGALG00000013708	1506	0.409030544488712
ENSGALG00000013709	1381	0.511947863866763
ENSGALG00000013710	3818	0.425877422734416
ENSGALG00000013715	8870	0.431228861330327
ENSGALG00000013720	1370	0.407299270072993
ENSGALG00000013722	1554	0.674388674388674
ENSGALG00000013723	1546	0.640362225097025
ENSGALG00000013725	2907	0.487100103199174
ENSGALG00000013726	5159	0.4136460554371
ENSGALG00000013727	5067	0.500493388592856
ENSGALG00000013728	3486	0.422834193918531
ENSGALG00000013729	2260	0.407964601769912
ENSGALG00000013731	2357	0.414085702163767
ENSGALG00000013732	2085	0.425419664268585
ENSGALG00000013733	1175	0.377021276595745
ENSGALG00000013736	4903	0.538649806241077
ENSGALG00000013737	1912	0.459728033472803
ENSGALG00000013738	2470	0.453441295546559
ENSGALG00000013740	1941	0.637815558990211
ENSGALG00000013741	1866	0.45123258306538
ENSGALG00000013742	2546	0.469363707776905
ENSGALG00000013743	1770	0.550847457627119
ENSGALG00000013745	9986	0.393851391948728
ENSGALG00000013747	3598	0.446637020566982
ENSGALG00000013748	795	0.417610062893082
ENSGALG00000013750	1218	0.526272577996716
ENSGALG00000013751	747	0.564926372155288
ENSGALG00000013753	1323	0.540438397581255
ENSGALG00000013754	1452	0.471763085399449
ENSGALG00000013756	3878	0.418256833419288
ENSGALG00000013757	4024	0.350397614314115
ENSGALG00000013759	1258	0.452305246422893
ENSGALG00000013760	3086	0.480881399870382
ENSGALG00000013761	1580	0.4
ENSGALG00000013762	3645	0.510013717421125
ENSGALG00000013764	7780	0.394473007712082
ENSGALG00000013765	2337	0.431322207958922
ENSGALG00000013766	3651	0.409476855655985
ENSGALG00000013768	1923	0.516380655226209
ENSGALG00000013771	4024	0.473161033797217
ENSGALG00000013772	1899	0.535018430753028
ENSGALG00000013773	1917	0.482524778299426
ENSGALG00000013775	6823	0.353949875421369
ENSGALG00000013776	3553	0.394314663664509
ENSGALG00000013777	2068	0.400870406189555
ENSGALG00000013778	2653	0.392762909913306
ENSGALG00000013780	848	0.528301886792453
ENSGALG00000013781	5962	0.551828245555183
ENSGALG00000013782	3190	0.49153605015674
ENSGALG00000013783	1099	0.5122838944495
ENSGALG00000013784	2268	0.660493827160494
ENSGALG00000013785	1342	0.475409836065574
ENSGALG00000013787	704	0.669034090909091
ENSGALG00000013789	3693	0.415380449499052
ENSGALG00000013793	2634	0.436977980258162
ENSGALG00000013794	1676	0.467183770883055
ENSGALG00000013795	9025	0.449861495844875
ENSGALG00000013803	7640	0.398429319371728
ENSGALG00000013804	1937	0.467733608673206
ENSGALG00000013806	825	0.584242424242424
ENSGALG00000013809	5775	0.498701298701299
ENSGALG00000013810	3043	0.380874137364443
ENSGALG00000013811	2044	0.588062622309198
ENSGALG00000013813	4586	0.395551679023114
ENSGALG00000013814	2890	0.425259515570934
ENSGALG00000013817	2530	0.529249011857708
ENSGALG00000013818	902	0.680709534368071
ENSGALG00000013819	1097	0.531449407474932
ENSGALG00000013821	952	0.512605042016807
ENSGALG00000013822	2045	0.490464547677262
ENSGALG00000013823	3465	0.59047619047619
ENSGALG00000013824	1844	0.501084598698482
ENSGALG00000013825	3881	0.500386498325174
ENSGALG00000013826	704	0.423295454545455
ENSGALG00000013827	534	0.621722846441948
ENSGALG00000013828	1195	0.57071129707113
ENSGALG00000013829	2463	0.450669914738124
ENSGALG00000013830	2229	0.436518618214446
ENSGALG00000013834	555	0.499099099099099
ENSGALG00000013835	1266	0.447867298578199
ENSGALG00000013837	6066	0.404549950544016
ENSGALG00000013838	2178	0.515151515151515
ENSGALG00000013839	603	0.497512437810945
ENSGALG00000013846	6653	0.495716218247407
ENSGALG00000013848	987	0.60790273556231
ENSGALG00000013851	4622	0.478364344439637
ENSGALG00000013852	1319	0.550416982562547
ENSGALG00000013853	2418	0.461538461538462
ENSGALG00000013858	2200	0.442272727272727
ENSGALG00000013861	2382	0.510495382031906
ENSGALG00000013862	822	0.699513381995134
ENSGALG00000013863	840	0.467857142857143
ENSGALG00000013865	2092	0.434512428298279
ENSGALG00000013867	1385	0.457761732851986
ENSGALG00000013868	699	0.50071530758226
ENSGALG00000013869	1718	0.458672875436554
ENSGALG00000013872	2819	0.4349059950337
ENSGALG00000013874	1129	0.519043401240035
ENSGALG00000013875	3680	0.495108695652174
ENSGALG00000013876	477	0.677148846960168
ENSGALG00000013878	2348	0.534071550255537
ENSGALG00000013879	1486	0.530955585464334
ENSGALG00000013880	8639	0.441254774858201
ENSGALG00000013881	2209	0.613852421910367
ENSGALG00000013882	351	0.601139601139601
ENSGALG00000013883	902	0.559866962305987
ENSGALG00000013886	2099	0.474035254883278
ENSGALG00000013887	2516	0.384737678855326
ENSGALG00000013889	1350	0.411851851851852
ENSGALG00000013890	978	0.416155419222904
ENSGALG00000013891	1074	0.429236499068901
ENSGALG00000013892	6262	0.449217502395401
ENSGALG00000013893	2705	0.477634011090573
ENSGALG00000013899	3360	0.51547619047619
ENSGALG00000013900	3936	0.432926829268293
ENSGALG00000013902	8708	0.43098300413413
ENSGALG00000013904	3808	0.445378151260504
ENSGALG00000013907	7743	0.450600542425417
ENSGALG00000013911	3828	0.413793103448276
ENSGALG00000013912	1200	0.520833333333333
ENSGALG00000013914	2069	0.620106331561141
ENSGALG00000013916	520	0.582692307692308
ENSGALG00000013919	1194	0.581239530988275
ENSGALG00000013920	4254	0.379642689233662
ENSGALG00000013921	1659	0.41289933694997
ENSGALG00000013922	2899	0.648844429113487
ENSGALG00000013925	5263	0.441763252897587
ENSGALG00000013926	3379	0.426753477360166
ENSGALG00000013929	7128	0.415544332210999
ENSGALG00000013931	634	0.533123028391167
ENSGALG00000013932	1820	0.48021978021978
ENSGALG00000013934	1795	0.617827298050139
ENSGALG00000013935	2996	0.447596795727637
ENSGALG00000013940	2412	0.529436152570481
ENSGALG00000013941	2266	0.46513680494263
ENSGALG00000013943	787	0.411689961880559
ENSGALG00000013946	540	0.451851851851852
ENSGALG00000013948	726	0.579889807162534
ENSGALG00000013950	1974	0.447315096251266
ENSGALG00000013951	3893	0.399948625738505
ENSGALG00000013952	2306	0.580225498699046
ENSGALG00000013953	1873	0.572877736252002
ENSGALG00000013954	9794	0.442720032673065
ENSGALG00000013956	3309	0.430341492898157
ENSGALG00000013961	1386	0.371572871572872
ENSGALG00000013962	2193	0.429092567259462
ENSGALG00000013964	6464	0.411819306930693
ENSGALG00000013967	719	0.439499304589708
ENSGALG00000013968	2855	0.405954465849387
ENSGALG00000013969	2067	0.452346395742622
ENSGALG00000013971	2412	0.424958540630182
ENSGALG00000013973	738	0.611111111111111
ENSGALG00000013975	966	0.450310559006211
ENSGALG00000013978	3303	0.556463820768998
ENSGALG00000013980	5150	0.43495145631068
ENSGALG00000013981	2990	0.389632107023411
ENSGALG00000013985	4563	0.455182993644532
ENSGALG00000013987	6446	0.406608749612163
ENSGALG00000013990	960	0.460416666666667
ENSGALG00000013992	1572	0.493002544529262
ENSGALG00000013993	3260	0.461656441717791
ENSGALG00000013994	999	0.397397397397397
ENSGALG00000013995	1029	0.475218658892128
ENSGALG00000013999	2100	0.494285714285714
ENSGALG00000014003	3280	0.420731707317073
ENSGALG00000014004	6373	0.384277420367174
ENSGALG00000014006	6117	0.39300310609776
ENSGALG00000014009	2645	0.43062381852552
ENSGALG00000014011	2646	0.45427059712774
ENSGALG00000014012	2040	0.592647058823529
ENSGALG00000014013	4345	0.423935558112773
ENSGALG00000014014	10128	0.453791469194313
ENSGALG00000014016	1137	0.650835532102023
ENSGALG00000014022	5021	0.581358295160327
ENSGALG00000014023	901	0.486126526082131
ENSGALG00000014026	1143	0.476815398075241
ENSGALG00000014027	651	0.577572964669739
ENSGALG00000014030	2873	0.416637660981552
ENSGALG00000014031	2179	0.458926112895824
ENSGALG00000014033	1238	0.406300484652666
ENSGALG00000014036	2540	0.428346456692913
ENSGALG00000014037	831	0.516245487364621
ENSGALG00000014038	1701	0.402116402116402
ENSGALG00000014041	1919	0.517457008858781
ENSGALG00000014042	2290	0.477292576419214
ENSGALG00000014054	1835	0.564577656675749
ENSGALG00000014060	1570	0.429936305732484
ENSGALG00000014063	743	0.621803499327052
ENSGALG00000014064	4044	0.424085064292779
ENSGALG00000014065	2884	0.518030513176144
ENSGALG00000014066	976	0.454918032786885
ENSGALG00000014067	956	0.492677824267782
ENSGALG00000014069	1059	0.598677998111426
ENSGALG00000014070	1274	0.506279434850863
ENSGALG00000014071	10061	0.441109233674585
ENSGALG00000014072	856	0.478971962616822
ENSGALG00000014074	3112	0.461118251928021
ENSGALG00000014078	1779	0.371557054525014
ENSGALG00000014079	5575	0.413811659192825
ENSGALG00000014080	3709	0.43920194122405
ENSGALG00000014081	1533	0.429876060013046
ENSGALG00000014083	3480	0.394827586206897
ENSGALG00000014084	3098	0.402194964493221
ENSGALG00000014085	2501	0.517792882846861
ENSGALG00000014089	5174	0.501159644375725
ENSGALG00000014094	1564	0.43925831202046
ENSGALG00000014096	3247	0.388666461348937
ENSGALG00000014100	808	0.525990099009901
ENSGALG00000014103	9360	0.42991452991453
ENSGALG00000014106	6878	0.455364931666182
ENSGALG00000014107	1413	0.571125265392781
ENSGALG00000014108	1512	0.665343915343915
ENSGALG00000014115	4281	0.442653585610839
ENSGALG00000014116	2728	0.506598240469208
ENSGALG00000014117	1106	0.593128390596745
ENSGALG00000014118	1803	0.576261785912368
ENSGALG00000014121	633	0.522906793048973
ENSGALG00000014122	3230	0.459752321981424
ENSGALG00000014124	3336	0.411570743405276
ENSGALG00000014126	1565	0.448562300319489
ENSGALG00000014127	1593	0.435028248587571
ENSGALG00000014128	1068	0.50749063670412
ENSGALG00000014136	1938	0.397832817337461
ENSGALG00000014138	2709	0.479512735326689
ENSGALG00000014139	3608	0.522450110864745
ENSGALG00000014140	2631	0.395667046750285
ENSGALG00000014141	955	0.498429319371728
ENSGALG00000014142	2079	0.401154401154401
ENSGALG00000014144	3141	0.454313912766635
ENSGALG00000014147	1611	0.468653010552452
ENSGALG00000014148	802	0.450124688279302
